,0,1,2,3,4
378,14.08.2018,"2 641,7700","33,3100","1 794,2300","1 978,4800"
379,11.08.2018,"2 606,4100","33,0700","1 785,4300","1 933,8600"
380,10.08.2018,"2 590,3900","32,9900","1 764,5800","1 911,6200"
381,09.08.2018,"2 478,8000","31,3700","1 690,9100","1 850,3900"
382,08.08.2018,"2 482,9900","31,5900","1 703,8100","1 859,0700"
383,07.08.2018,"2 474,2900","31,3300","1 698,5200","1 865,9200"
384,04.08.2018,"2 463,8500","31,3400","1 681,0600","1 868,7500"
385,03.08.2018,"2 471,5600","31,3600","1 658,4000","1 869,5000"
386,02.08.2018,"2 459,3400","31,1300","1 669,3900","1 868,5100"
387,01.08.2018,"2 443,9900","30,9300","1 655,7900","1 856,2500"
388,31.07.2018,"2 466,6300","31,2700","1 663,1900","1 869,0700"
389,28.07.2018,"2 468,3100","31,0900","1 660,1800","1 876,8200"
390,27.07.2018,"2 485,9300","31,4400","1 695,9400","1 898,3200"
391,26.07.2018,"2 495,7800","31,5700","1 699,6200","1 880,1300"
392,25.07.2018,"2 476,8000","31,3800","1 687,2100","1 857,1500"
393,24.07.2018,"2 497,9800","31,4600","1 680,2900","1 808,2900"
394,21.07.2018,"2 500,1800","31,3700","1 663,5900","1 820,7600"
395,20.07.2018,"2 476,5900","31,0400","1 635,6000","1 839,0300"
396,19.07.2018,"2 474,1800","31,2200","1 629,9700","1 838,2700"
397,18.07.2018,"2 496,4200","31,6600","1 660,0700","1 846,7500"
398,17.07.2018,"2 491,7500","31,6400","1 663,3000","1 883,4700"
399,14.07.2018,"2 484,4500","31,6600","1 666,3100","1 886,6200"
400,13.07.2018,"2 489,6700","31,6800","1 663,9800","1 883,9800"
401,12.07.2018,"2 495,6200","31,7700","1 679,0500","1 874,7100"
402,11.07.2018,"2 516,9600","31,9800","1 690,4200","1 903,2300"
403,10.07.2018,"2 550,6400","32,7400","1 731,2700","1 943,3900"
404,07.07.2018,"2 545,2800","32,4600","1 702,6700","1 917,7900"
405,06.07.2018,"2 547,4200","32,4400","1 710,4800","1 928,1100"
406,05.07.2018,"2 555,0100","32,6200","1 703,4700","1 923,0100"
407,04.07.2018,"2 532,2500","32,3800","1 670,7600","1 914,6600"
408,03.07.2018,"2 535,4400","32,4400","1 709,2400","1 928,4800"
409,30.06.2018,"2 523,1900","32,3400","1 706,9500","1 912,7500"
410,29.06.2018,"2 544,5800","32,7800","1 733,6900","1 935,1400"
411,28.06.2018,"2 551,1300","32,9000","1 747,7100","1 926,3400"
412,27.06.2018,"2 537,9000","32,7500","1 740,1800","1 895,6200"
413,26.06.2018,"2 569,9200","33,1400","1 774,9400","1 936,8500"
414,23.06.2018,"2 581,5500","33,4000","1 758,7200","1 947,8000"
415,22.06.2018,"2 591,6100","33,3200","1 771,9000","1 972,8800"
416,21.06.2018,"2 604,2400","33,3100","1 763,0900","1 990,1200"
417,20.06.2018,"2 634,5400","33,6900","1 812,6600","2 024,8200"
418,19.06.2018,"2 615,1000","33,8900","1 808,3700","2 022,6800"
419,16.06.2018,"2 620,1800","34,7100","1 819,8800","2 029,4800"
420,15.06.2018,"2 612,4500","34,2700","1 811,2800","2 033,4400"
421,14.06.2018,"2 626,6500","34,3000","1 812,1100","2 043,4400"
422,10.06.2018,"2 602,1800","33,5100","1 805,9400","2 034,4400"
423,09.06.2018,"2 617,6600","33,6900","1 809,3100","2 041,0100"
424,08.06.2018,"2 580,1300","33,2800","1 802,5000","2 021,1000"
425,07.06.2018,"2 582,1500","32,9800","1 798,1800","1 989,5600"
426,06.06.2018,"2 575,1600","32,6500","1 787,5200","1 978,8200"
427,05.06.2018,"2 577,7300","32,7300","1 793,9500","2 008,9800"
428,02.06.2018,"2 598,2400","32,8400","1 819,9600","1 977,9600"
429,01.06.2018,"2 599,1100","33,0000","1 818,4800","1 972,0200"
430,31.05.2018,"2 613,3500","32,9400","1 823,2600","1 970,1700"
431,30.05.2018,"2 622,3100","33,1800","1 824,6700","1 973,7100"
432,29.05.2018,"2 609,6800","33,3700","1 817,8700","1 958,0100"
433,26.05.2018,"2 585,2200","33,0500","1 808,1300","1 942,9500"
434,25.05.2018,"2 559,4400","32,6000","1 792,7000","1 911,1600"
435,24.05.2018,"2 562,5200","32,7300","1 790,2000","1 936,7400"
436,23.05.2018,"2 548,4500","32,6600","1 778,5400","1 965,6500"
437,22.05.2018,"2 585,1600","32,8500","1 769,2100","1 954,1800"
438,19.05.2018,"2 563,3800","32,6400","1 764,4200","1 953,6000"
439,18.05.2018,"2 561,7300","32,5700","1 764,9900","1 951,8300"
440,17.05.2018,"2 587,5000","32,5600","1 796,7800","1 969,0400"
441,16.05.2018,"2 607,8600","32,6700","1 801,5400","1 944,8700"
442,15.05.2018,"2 622,7800","33,0600","1 838,9400","1 975,9700"
443,12.05.2018,"2 629,5100","33,2700","1 839,9400","1 992,7800"
444,11.05.2018,"2 642,9500","33,3700","1 841,3000","1 965,9300"
445,09.05.2018,"2 653,7800","33,3100","1 841,3700","1 968,9900"
446,08.05.2018,"2 640,1800","33,1000","1 816,7100","1 941,7200"
447,05.05.2018,"2 660,5500","33,3500","1 826,7400","1 960,8500"
448,04.05.2018,"2 680,6000","33,6100","1 839,0500","1 988,0500"
449,29.04.2018,"2 634,1900","32,9500","1 815,9300","1 959,4500"
450,28.04.2018,"2 657,3900","33,3400","1 831,1500","1 980,3900"
451,27.04.2018,"2 660,6200","33,3600","1 829,5600","1 950,3300"
452,26.04.2018,"2 631,9000","32,8900","1 832,4200","1 929,7000"
453,25.04.2018,"2 631,5400","32,9000","1 821,9700","1 913,1700"
454,24.04.2018,"2 637,1500","33,6300","1 830,9100","2 039,4200"
455,21.04.2018,"2 642,1800","33,7300","1 835,5200","2 005,0700"
456,20.04.2018,"2 637,3500","33,6400","1 858,8100","2 064,2500"
457,19.04.2018,"2 664,8300","33,5300","1 868,1800","2 010,6700"
458,18.04.2018,"2 640,0600","32,6800","1 824,3300","1 948,1800"
459,17.04.2018,"2 691,9300","33,2400","1 862,1600","1 978,3000"
460,14.04.2018,"2 648,0500","32,6000","1 842,7300","1 931,6000"
461,13.04.2018,"2 685,6900","33,2300","1 847,8000","1 905,6700"
462,12.04.2018,"2 770,6500","34,1200","1 917,5400","1 966,9700"
463,11.04.2018,"2 678,9000","33,0700","1 870,8900","1 874,9000"
464,10.04.2018,"2 501,7200","30,7700","1 728,7000","1 724,9300"
465,07.04.2018,"2 464,7900","30,2600","1 693,8900","1 684,6000"
466,06.04.2018,"2 456,6700","30,1800","1 684,6200","1 719,7900"
467,05.04.2018,"2 494,4600","30,5700","1 716,0300","1 725,3100"
468,04.04.2018,"2 472,5400","30,5600","1 727,7800","1 740,7300"
469,03.04.2018,"2 438,2100","29,9800","1 723,8800","1 786,5000"
470,31.03.2018,"2 437,3500","29,9700","1 723,2800","1 785,8700"
471,30.03.2018,"2 458,6300","30,2300","1 738,2500","1 803,2500"
472,29.03.2018,"2 481,7300","30,4500","1 743,2500","1 808,0300"
473,28.03.2018,"2 482,7800","30,5900","1 759,1600","1 797,7700"
474,27.03.2018,"2 471,2400","30,4400","1 741,0800","1 797,8900"
475,24.03.2018,"2 464,6100","30,3300","1 751,5800","1 802,9900"
476,23.03.2018,"2 428,3600","29,6900","1 747,0100","1 805,4900"
477,22.03.2018,"2 433,3000","30,0400","1 748,7000","1 822,6400"
478,21.03.2018,"2 435,4200","30,2100","1 762,4400","1 845,9300"
479,20.03.2018,"2 427,0900","30,4800","1 743,0200","1 844,7900"
480,17.03.2018,"2 440,0900","30,5400","1 769,0000","1 830,0000"
481,16.03.2018,"2 425,9600","30,4400","1 754,3700","1 822,2000"
482,15.03.2018,"2 425,4200","30,2200","1 773,8200","1 837,8900"
483,14.03.2018,"2 413,9200","30,1200","1 759,1400","1 795,7500"
484,13.03.2018,"2 397,5600","30,0000","1 743,6800","1 803,7400"
485,08.03.2018,"2 433,4100","30,3500","1 753,1500","1 787,8500"
486,07.03.2018,"2 406,9700","29,9900","1 743,9800","1 782,1300"
487,06.03.2018,"2 434,8300","30,1900","1 775,2200","1 821,1200"
488,03.03.2018,"2 398,7400","29,7200","1 748,8400","1 805,3200"
489,02.03.2018,"2 379,1000","29,8300","1 763,5700","1 850,6600"
490,01.03.2018,"2 393,0100","30,1100","1 778,0300","1 901,2800"
491,28.02.2018,"2 385,4700","29,8400","1 782,7300","1 899,0700"
492,27.02.2018,"2 407,4700","29,8600","1 806,8800","1 907,5700"
493,23.02.2018,"2 415,2600","29,9900","1 801,1800","1 868,7000"
494,22.02.2018,"2 419,9900","30,1800","1 810,5300","1 870,6400"
495,21.02.2018,"2 430,2700","30,3800","1 820,8000","1 871,6800"
496,20.02.2018,"2 440,8100","30,5000","1 829,6100","1 902,0700"
497,17.02.2018,"2 461,6000","30,4800","1 831,8000","1 862,6000"
498,16.02.2018,"2 463,0100","30,1700","1 828,5600","1 855,8600"
499,15.02.2018,"2 463,9600","30,7500","1 801,5600","1 831,1900"
500,14.02.2018,"2 469,1600","30,5100","1 803,4900","1 835,0600"
501,13.02.2018,"2 465,3600","30,5100","1 801,8700","1 841,0400"
502,10.02.2018,"2 461,3600","30,5700","1 817,9000","1 814,1600"
503,09.02.2018,"2 431,0100","30,9500","1 806,0400","1 835,7100"
504,08.02.2018,"2 432,6000","30,7700","1 805,4500","1 843,9100"
505,07.02.2018,"2 473,6900","31,0400","1 832,2900","1 893,0000"
506,06.02.2018,"2 434,3600","31,2000","1 809,7000","1 889,8100"
507,03.02.2018,"2 423,3600","30,9700","1 807,1600","1 886,4300"
508,02.02.2018,"2 425,8400","31,1700","1 803,4100","1 864,9200"
509,01.02.2018,"2 426,5700","31,2400","1 813,5800","1 920,1600"
510,31.01.2018,"2 435,4600","31,3700","1 806,1900","1 956,4000"
511,30.01.2018,"2 440,3200","31,4900","1 826,0800","1 972,6700"
512,27.01.2018,"2 430,9700","31,4500","1 830,8300","1 969,0500"
513,26.01.2018,"2 445,9400","30,9100","1 834,1100","1 988,7600"
514,25.01.2018,"2 448,3800","30,7800","1 838,3200","1 992,4200"
515,24.01.2018,"2 425,0600","30,9000","1 795,5300","1 973,2700"
516,23.01.2018,"2 428,9100","31,0200","1 853,3400","1 998,9900"
517,20.01.2018,"2 430,3300","31,0900","1 841,2200","2 021,3400"
518,19.01.2018,"2 426,6100","31,4100","1 823,0400","2 018,3000"
519,18.01.2018,"2 433,2900","31,1000","1 821,3100","2 008,7200"
520,17.01.2018,"2 420,1400","31,4100","1 796,5900","2 014,1400"
521,16.01.2018,"2 433,4000","31,0200","1 802,8600","2 043,8400"
522,13.01.2018,"2 425,6000","30,9500","1 810,6900","1 976,2900"
523,12.01.2018,"2 418,5600","31,4000","1 788,4700","1 982,7100"
524,11.01.2018,"2 416,6600","31,1900","1 760,8700","2 009,5400"
525,10.01.2018,"2 411,7200","31,4900","1 764,3800","2 022,9900"
526,30.12.2017,"2 400,9700","31,0000","1 716,7000","1 955,5900"
527,29.12.2017,"2 393,1000","30,5700","1 710,1500","1 960,2800"
528,28.12.2017,"2 374,3900","29,8800","1 703,1200","1 958,0300"
529,27.12.2017,"2 353,7500","30,0200","1 692,8500","1 908,1700"
530,26.12.2017,"2 372,6900","30,2700","1 706,4800","1 923,5300"
531,23.12.2017,"2 377,4400","30,2700","1 709,8900","1 927,3700"
532,22.12.2017,"2 383,2600","30,4700","1 720,8200","1 937,3300"
533,21.12.2017,"2 389,8500","30,5000","1 732,9900","1 938,7600"
534,20.12.2017,"2 380,2000","30,3200","1 711,0400","1 920,2100"
535,19.12.2017,"2 375,1400","30,1600","1 690,8000","1 926,6800"
536,16.12.2017,"2 380,7700","30,3200","1 668,2900","1 956,1300"
537,15.12.2017,"2 369,9600","29,6400","1 659,1200","1 902,6100"
538,14.12.2017,"2 360,9500","30,0100","1 667,6500","1 911,0500"
539,13.12.2017,"2 352,0800","29,9500","1 687,3500","1 903,0000"
540,12.12.2017,"2 383,2200","30,1400","1 694,9500","1 925,3900"
541,09.12.2017,"2 374,5000","30,3200","1 705,8100","1 934,5200"
542,08.12.2017,"2 395,9300","30,7200","1 715,7300","1 904,4600"
543,07.12.2017,"2 403,3700","30,8500","1 727,8600","1 875,6400"
544,06.12.2017,"2 407,6300","30,8100","1 739,8200","1 879,4600"
545,05.12.2017,"2 425,9500","31,1400","1 767,6400","1 926,9500"
546,02.12.2017,"2 403,0200","31,1700","1 770,4000","1 907,7400"
547,01.12.2017,"2 414,8500","31,8200","1 772,3100","1 917,3400"
548,30.11.2017,"2 428,3400","32,0100","1 779,7400","1 920,4000"
549,29.11.2017,"2 429,9500","32,1100","1 776,5900","1 881,7600"
550,28.11.2017,"2 425,8200","31,9500","1 761,2400","1 866,1600"
551,25.11.2017,"2 425,9700","32,1700","1 761,4000","1 898,7800"
552,24.11.2017,"2 424,9700","31,8900","1 753,6700","1 883,3600"
553,23.11.2017,"2 435,7700","32,2500","1 771,8800","1 908,4700"
554,22.11.2017,"2 446,9700","32,7800","1 772,1400","1 900,2200"
555,21.11.2017,"2 462,8600","32,5600","1 799,0000","1 898,1000"
556,18.11.2017,"2 461,4300","32,6700","1 788,7700","1 905,7200"
557,17.11.2017,"2 464,3200","33,0100","1 795,6300","1 901,7100"
558,16.11.2017,"2 490,4600","32,8000","1 801,4600","1 894,4300"
559,15.11.2017,"2 441,4900","32,4400","1 778,8400","1 905,3500"
560,14.11.2017,"2 432,4800","32,3500","1 769,5600","1 879,9200"
561,11.11.2017,"2 448,0600","32,5900","1 785,8500","1 921,1700"
562,10.11.2017,"2 446,0400","32,3800","1 777,3800","1 941,2100"
563,09.11.2017,"2 442,5100","32,3900","1 765,8100","1 906,7700"
564,08.11.2017,"2 398,7600","31,7900","1 740,3200","1 866,2400"
565,04.11.2017,"2 395,7200","32,0900","1 732,0300","1 867,2800"
566,03.11.2017,"2 383,7200","31,6400","1 734,9400","1 854,4600"
567,02.11.2017,"2 391,8700","31,4500","1 733,2600","1 856,6600"
568,01.11.2017,"2 381,2600","31,2700","1 715,3100","1 816,2100"
569,31.10.2017,"2 368,1000","31,1100","1 709,9000","1 795,4900"
570,28.10.2017,"2 367,5200","31,2200","1 710,5600","1 807,6600"
571,27.10.2017,"2 373,4600","31,5200","1 710,4500","1 797,7300"
572,26.10.2017,"2 358,0200","31,2900","1 693,0300","1 785,6500"
573,25.10.2017,"2 366,6500","31,5400","1 708,8500","1 777,3500"
574,24.10.2017,"2 356,3100","31,4000","1 692,5100","1 783,0500"
575,21.10.2017,"2 367,2400","31,5700","1 699,2700","1 789,8800"
576,20.10.2017,"2 375,4900","31,5100","1 706,5600","1 771,3500"
577,19.10.2017,"2 358,1100","31,2100","1 703,2400","1 800,8300"
578,18.10.2017,"2 377,5600","31,5400","1 710,7600","1 817,6900"
579,17.10.2017,"2 395,4200","31,9500","1 730,7400","1 844,5400"
580,14.10.2017,"2 396,9600","31,8600","1 733,9500","1 821,0200"
581,13.10.2017,"2 400,7800","31,8900","1 735,9800","1 787,9100"
582,12.10.2017,"2 402,6100","31,9400","1 731,8500","1 743,0200"
583,11.10.2017,"2 407,7300","31,9600","1 723,2700","1 740,0800"
584,10.10.2017,"2 403,8700","31,7200","1 719,2600","1 743,6300"
585,07.10.2017,"2 355,1300","30,8700","1 699,2100","1 749,3500"
586,06.10.2017,"2 366,6700","30,8400","1 693,9200","1 717,9800"
587,05.10.2017,"2 369,6800","31,2600","1 698,0000","1 707,2900"
588,04.10.2017,"2 366,9700","30,9400","1 698,8100","1 702,5400"
589,03.10.2017,"2 366,3700","30,8200","1 697,0300","1 745,3600"
590,30.09.2017,"2 400,5300","31,4500","1 721,6600","1 744,0400"
591,29.09.2017,"2 412,4600","31,6000","1 726,2700","1 750,6900"
592,28.09.2017,"2 408,3600","31,5000","1 715,8600","1 708,4000"
593,27.09.2017,"2 416,8000","31,4600","1 729,0600","1 693,9300"
594,26.09.2017,"2 397,7000","31,3700","1 723,0800","1 702,7300"
595,23.09.2017,"2 404,0900","31,4600","1 746,0700","1 696,0200"
596,22.09.2017,"2 428,5700","31,7300","1 759,6300","1 710,9600"
597,21.09.2017,"2 457,4000","32,4800","1 781,0500","1 696,9500"
598,20.09.2017,"2 444,1000","32,0400","1 785,7500","1 737,1800"
599,19.09.2017,"2 435,1400","32,4800","1 793,3700","1 734,0900"
600,16.09.2017,"2 450,9100","32,7400","1 809,0500","1 718,4100"
601,15.09.2017,"2 457,3000","32,9700","1 816,5000","1 747,7800"
602,14.09.2017,"2 470,0800","33,2100","1 828,1100","1 753,9500"
603,13.09.2017,"2 441,8000","32,6800","1 815,3500","1 728,8200"
604,12.09.2017,"2 460,6700","32,8100","1 843,5500","1 744,3000"
605,09.09.2017,"2 475,5000","33,3700","1 858,1400","1 739,0300"
606,08.09.2017,"2 462,5800","32,6800","1 846,3100","1 730,5700"
607,07.09.2017,"2 470,5400","32,7600","1 858,2300","1 780,8000"
608,06.09.2017,"2 475,8400","33,2600","1 859,9300","1 811,5700"
609,05.09.2017,"2 479,3200","33,0700","1 878,1600","1 835,4300"
610,02.09.2017,"2 460,8400","32,6600","1 860,9300","1 743,3400"
611,01.09.2017,"2 457,8800","32,6400","1 863,4500","1 759,9300"
612,31.08.2017,"2 474,7200","32,9300","1 871,2400","1 774,9400"
613,30.08.2017,"2 490,4400","33,1200","1 879,9600","1 772,7000"
614,29.08.2017,"2 419,3500","32,0400","1 835,2700","1 750,5600"
615,26.08.2017,"2 447,5000","32,3700","1 861,7000","1 785,6400"
616,25.08.2017,"2 444,9900","32,1900","1 848,1500","1 773,9900"
617,24.08.2017,"2 445,6800","32,4300","1 861,1900","1 777,5400"
618,23.08.2017,"2 439,3300","32,3100","1 850,7100","1 778,5800"
619,22.08.2017,"2 448,2700","32,3600","1 863,3900","1 770,2200"
620,19.08.2017,"2 471,9900","32,7300","1 876,0600","1 771,0900"
621,18.08.2017,"2 449,5100","32,4200","1 855,3700","1 748,7000"
622,17.08.2017,"2 435,9700","31,9900","1 848,8200","1 712,6500"
623,16.08.2017,"2 455,7500","32,5400","1 851,5400","1 728,2400"
624,15.08.2017,"2 463,0200","32,6300","1 864,9000","1 720,7100"
625,12.08.2017,"2 492,9400","33,0700","1 900,2300","1 741,5600"
626,11.08.2017,"2 464,1700","32,9100","1 876,6900","1 722,5500"
627,10.08.2017,"2 444,3400","31,9800","1 877,6700","1 725,3700"
628,09.08.2017,"2 432,9300","31,6100","1 868,8900","1 706,8800"
629,08.08.2017,"2 428,3100","31,1500","1 857,6100","1 679,9600"
630,05.08.2017,"2 461,9200","32,3900","1 875,5900","1 714,6000"
631,04.08.2017,"2 464,5000","32,1700","1 853,5500","1 736,3600"
632,03.08.2017,"2 467,1200","32,4700","1 840,6300","1 751,0300"
633,02.08.2017,"2 437,9000","32,2100","1 814,4000","1 710,5000"
634,01.08.2017,"2 445,4200","32,3600","1 805,5600","1 714,8000"
635,29.07.2017,"2 411,3400","31,7000","1 772,7100","1 678,9000"
636,28.07.2017,"2 410,6200","32,0700","1 774,4700","1 677,0500"
637,27.07.2017,"2 398,8300","31,5300","1 777,8400","1 648,7900"
638,26.07.2017,"2 407,8600","31,3700","1 782,8100","1 650,1100"
639,25.07.2017,"2 408,7500","31,6500","1 793,3500","1 613,0600"
640,22.07.2017,"2 363,1900","31,1300","1 758,3000","1 606,7200"
641,21.07.2017,"2 348,8700","30,7300","1 736,1800","1 620,3100"
642,20.07.2017,"2 361,5000","30,9100","1 754,2000","1 641,8200"
643,19.07.2017,"2 361,3800","30,8700","1 763,7400","1 645,3900"
644,18.07.2017,"2 335,4900","30,5200","1 754,6800","1 631,2500"
645,15.07.2017,"2 346,7300","30,2400","1 742,3100","1 653,7500"
646,14.07.2017,"2 363,3400","30,8600","1 774,3500","1 679,5300"
647,13.07.2017,"2 376,6900","30,8500","1 763,9000","1 662,5500"
648,12.07.2017,"2 366,6300","30,2900","1 747,7800","1 638,4200"
649,11.07.2017,"2 341,1200","29,5100","1 746,8000","1 622,7200"
650,08.07.2017,"2 369,0800","30,7500","1 754,8800","1 624,8100"
651,07.07.2017,"2 371,2800","31,0100","1 760,5900","1 634,7000"
652,06.07.2017,"2 340,5500","30,5500","1 737,3600","1 637,7500"
653,05.07.2017,"2 331,3000","30,7500","1 730,9800","1 622,4400"
654,04.07.2017,"2 341,8300","31,2400","1 742,3400","1 598,2500"
655,01.07.2017,"2 373,7500","31,4500","1 758,4700","1 609,5500"
656,30.06.2017,"2 368,0900","31,9700","1 745,7700","1 637,4900"
657,29.06.2017,"2 395,9400","32,1200","1 759,2400","1 646,3000"
658,28.06.2017,"2 367,2200","31,5400","1 747,4000","1 631,9100"
659,27.06.2017,"2 353,8200","31,3600","1 747,0800","1 627,5700"
660,24.06.2017,"2 409,5800","32,0500","1 785,6500","1 701,2600"
661,23.06.2017,"2 419,9700","32,0600","1 796,5100","1 713,3500"
662,22.06.2017,"2 405,6100","31,8500","1 774,7200","1 685,9800"
663,21.06.2017,"2 347,5900","31,2400","1 745,8600","1 632,8600"
664,20.06.2017,"2 331,3100","31,0600","1 719,9300","1 626,7500"
665,17.06.2017,"2 332,7600","31,1100","1 711,6100","1 616,9300"
666,16.06.2017,"2 327,5000","31,1400","1 724,9600","1 575,3700"
667,15.06.2017,"2 325,4200","31,1000","1 701,5500","1 624,5400"
668,14.06.2017,"2 307,7800","30,7800","1 723,5600","1 646,7200"
669,10.06.2017,"2 335,2600","31,8000","1 717,2000","1 581,5800"
670,09.06.2017,"2 353,9200","32,2500","1 733,2000","1 548,1500"
671,08.06.2017,"2 351,8600","32,0200","1 746,5700","1 559,1700"
672,07.06.2017,"2 346,6300","32,0000","1 749,2500","1 541,5200"
673,06.06.2017,"2 331,1600","31,8900","1 734,6700","1 534,4500"
674,03.06.2017,"2 298,1400","31,3300","1 691,3200","1 518,1800"
675,02.06.2017,"2 301,5000","31,1400","1 714,1100","1 483,2600"
676,01.06.2017,"2 303,3400","31,5500","1 715,0200","1 467,1500"
677,31.05.2017,"2 294,5800","31,3800","1 718,9300","1 446,3800"
678,30.05.2017,"2 306,5500","31,5200","1 752,1800","1 422,1600"
679,27.05.2017,"2 308,3000","31,5500","1 738,9800","1 412,3500"
680,26.05.2017,"2 266,1700","30,9200","1 703,5500","1 379,0600"
681,25.05.2017,"2 264,0200","30,8100","1 704,3200","1 400,3700"
682,24.05.2017,"2 290,8600","31,1700","1 720,1000","1 401,9000"
683,23.05.2017,"2 280,1300","30,7900","1 703,8600","1 382,3400"
684,20.05.2017,"2 300,5800","30,8200","1 714,6100","1 411,3900"
685,19.05.2017,"2 330,5300","31,0600","1 729,4000","1 437,4700"
686,18.05.2017,"2 270,3700","30,8300","1 712,9000","1 437,4500"
687,17.05.2017,"2 232,1600","30,2400","1 689,4300","1 454,2800"
688,16.05.2017,"2 238,0600","30,1500","1 682,8600","1 468,4200"
689,13.05.2017,"2 256,7100","29,9600","1 696,3500","1 477,6400"
690,12.05.2017,"2 242,1500","30,0600","1 683,9100","1 472,7300"
691,11.05.2017,"2 283,7300","30,4200","1 689,9900","1 488,3100"
692,06.05.2017,"2 332,6100","30,6200","1 718,3100","1 515,0500"
693,05.05.2017,"2 287,5100","30,5400","1 673,2700","1 488,1700"
694,04.05.2017,"2 301,7100","30,9300","1 677,7100","1 479,4700"
695,03.05.2017,"2 299,4200","31,0400","1 712,0200","1 488,6400"
696,29.04.2017,"2 318,5800","31,9000","1 733,1400","1 494,9700"
697,28.04.2017,"2 315,7500","31,9800","1 734,5700","1 470,8100"
698,27.04.2017,"2 290,2000","31,8500","1 725,4100","1 452,0300"
699,26.04.2017,"2 281,1400","32,0300","1 718,2600","1 420,2100"
700,25.04.2017,"2 293,0500","32,1100","1 741,6900","1 442,3900"
701,22.04.2017,"2 316,7700","32,5100","1 766,2800","1 449,9000"
702,21.04.2017,"2 321,5200","32,9900","1 755,7900","1 427,4900"
703,20.04.2017,"2 315,4800","32,9100","1 760,9200","1 399,7100"
704,19.04.2017,"2 312,7100","33,1500","1 769,1800","1 421,8200"
